ESG,Subcategory,Ambition.level,Years,Opportunity,Shortlist (Env.),Shortlist (Soc.),Shortlist (Gov.),Time period,% of total,Priority initiatives,Include? (Y/N), Total estimated cost , Cost based on ambition ,Annual cost,Annual.fixed.cost,Annual.variable.cost,Type of expense,Sources,Comments,ROI group,ROI,Total.value.growing,Total.value.uniform,Type of value dist.,Flag to review,Already pursued by Healius
Social,Community contribution,REGENERATION,<10 years,Develop a reconciliation action plan,0,0,0,10,100%,,Y,"50,000","50,000","50,000", -   ,"50,000",Annual,,"Assumes approx. $250,000 for report development as well as funding of initaitives and resources for RAP",Low (+),0%,"500,000", -   ,Growing,,
Social,Community contribution,Quick wins,1-3 years,Promote public health best practice and thought leadership,0,0,0,3,30%,,Y,"200,000","60,000","20,000","20,000", -   ,Once off,,"Assumes a 5 month ad campaign at $200,000 per month",Low (+),0%,"60,000", -   ,Growing,,
Social,Community contribution,Quick wins,<5 years,Promote public health best practice and thought leadership,0,0,0,5,30%,,Y,"200,000","60,000","12,000","12,000", -   ,Once off,,"Assumes a 5 month ad campaign at $200,000 per month",Low (+),0%,"60,000", -   ,Growing,,
Social,Community contribution,Quick wins,<10 years,Promote public health best practice and thought leadership,0,0,0,10,30%,,Y,"200,000","60,000","6,000","6,000", -   ,Once off,,"Assumes a 5 month ad campaign at $200,000 per month",Low (+),0%,"60,000", -   ,Growing,,
Social,Community contribution,Aspirational,1-3 years,Promote public health best practice and thought leadership,0,0,0,3,50%,,Y,"200,000","100,000","33,333","33,333", -   ,Once off,,"Assumes a 5 month ad campaign at $200,000 per month",Low (+),0%,"100,000", -   ,Growing,,
Social,Community contribution,Aspirational,<5 years,Promote public health best practice and thought leadership,0,0,0,5,50%,,Y,"200,000","100,000","20,000","20,000", -   ,Once off,,"Assumes a 5 month ad campaign at $200,000 per month",Low (+),0%,"100,000", -   ,Growing,,
Social,Community contribution,Aspirational,<10 years,Promote public health best practice and thought leadership,0,0,0,10,50%,,Y,"200,000","100,000","10,000","10,000", -   ,Once off,,"Assumes a 5 month ad campaign at $200,000 per month",Low (+),0%,"100,000", -   ,Growing,,
Social,Community contribution,Fast follower,1-3 years,Promote public health best practice and thought leadership,0,0,0,3,50%,,Y,"200,000","100,000","33,333","33,333", -   ,Once off,,"Assumes a 5 month ad campaign at $200,000 per month",Low (+),0%,"100,000", -   ,Growing,,
Social,Community contribution,Fast follower,<5 years,Promote public health best practice and thought leadership,0,0,0,5,50%,,Y,"200,000","100,000","20,000","20,000", -   ,Once off,,"Assumes a 5 month ad campaign at $200,000 per month",Low (+),0%,"100,000", -   ,Growing,,
Social,Community contribution,Fast follower,<10 years,Promote public health best practice and thought leadership,0,0,0,10,50%,,Y,"200,000","100,000","10,000","10,000", -   ,Once off,,"Assumes a 5 month ad campaign at $200,000 per month",Low (+),0%,"100,000", -   ,Growing,,
Social,Community contribution,Industry leader,1-3 years,Promote public health best practice and thought leadership,0,0,0,3,75%,,Y,"200,000","150,000","50,000","50,000", -   ,Once off,,"Assumes a 5 month ad campaign at $200,000 per month",Low (+),0%,"150,000", -   ,Growing,,
Social,Community contribution,Industry leader,<5 years,Promote public health best practice and thought leadership,0,0,0,5,75%,,Y,"200,000","150,000","30,000","30,000", -   ,Once off,,"Assumes a 5 month ad campaign at $200,000 per month",Low (+),0%,"150,000", -   ,Growing,,
Social,Community contribution,Industry leader,<10 years,Promote public health best practice and thought leadership,0,0,0,10,75%,,Y,"200,000","150,000","15,000","15,000", -   ,Once off,,"Assumes a 5 month ad campaign at $200,000 per month",Low (+),0%,"150,000", -   ,Growing,,
Social,Community contribution,REGENERATION,1-3 years,Promote public health best practice and thought leadership,0,0,0,3,100%,,Y,"200,000","200,000","66,667","66,667", -   ,Once off,,"Assumes a 5 month ad campaign at $200,000 per month",Low (+),0%,"200,000", -   ,Growing,,
Social,Community contribution,REGENERATION,<5 years,Promote public health best practice and thought leadership,0,1,0,5,100%,,Y,"200,000","200,000","40,000","40,000", -   ,Once off,,"Assumes a 5 month ad campaign at $200,000 per month",Low (+),0%,"200,000", -   ,Growing,,
Social,Community contribution,REGENERATION,<10 years,Promote public health best practice and thought leadership,0,0,0,10,100%,,Y,"200,000","200,000","20,000","20,000", -   ,Once off,,"Assumes a 5 month ad campaign at $200,000 per month",Low (+),0%,"200,000", -   ,Growing,,
Social,Community contribution,Fast follower,1-3 years,Support university partnerships and medical student placements (partnerships / scholarships),0,0,0,3,50%,,Y,"100,000","50,000","50,000", -   ,"50,000",Annual,https://www.careers.healius.com.au/medical-students/,Assumes a cost of 500k for scholarships and admin,Low (+),0%,"500,000", -   ,Growing,,
Social,Community contribution,Fast follower,<5 years,Support university partnerships and medical student placements (partnerships / scholarships),0,0,0,5,50%,,Y,"100,000","50,000","50,000", -   ,"50,000",Annual,https://www.careers.healius.com.au/medical-students/,Assumes a cost of 500k for scholarships and admin,Low (+),0%,"500,000", -   ,Growing,,
Social,Community contribution,Fast follower,<10 years,Support university partnerships and medical student placements (partnerships / scholarships),0,0,0,10,50%,,Y,"100,000","50,000","50,000", -   ,"50,000",Annual,https://www.careers.healius.com.au/medical-students/,Assumes a cost of 500k for scholarships and admin,Low (+),0%,"500,000", -   ,Growing,,
Social,Community contribution,Industry leader,1-3 years,Support university partnerships and medical student placements (partnerships / scholarships),0,0,0,3,75%,,Y,"100,000","75,000","75,000", -   ,"75,000",Annual,https://www.careers.healius.com.au/medical-students/,Assumes a cost of 500k for scholarships and admin,Low (+),0%,"750,000", -   ,Growing,,
Social,Community contribution,Industry leader,<5 years,Support university partnerships and medical student placements (partnerships / scholarships),0,0,0,5,75%,,Y,"100,000","75,000","75,000", -   ,"75,000",Annual,https://www.careers.healius.com.au/medical-students/,Assumes a cost of 500k for scholarships and admin,Low (+),0%,"750,000", -   ,Growing,,
Social,Community contribution,Industry leader,<10 years,Support university partnerships and medical student placements (partnerships / scholarships),0,0,0,10,75%,,Y,"100,000","75,000","75,000", -   ,"75,000",Annual,https://www.careers.healius.com.au/medical-students/,Assumes a cost of 500k for scholarships and admin,Low (+),0%,"750,000", -   ,Growing,,
Social,Community contribution,REGENERATION,1-3 years,Support university partnerships and medical student placements (partnerships / scholarships),0,0,0,3,100%,,Y,"100,000","100,000","100,000", -   ,"100,000",Annual,https://www.careers.healius.com.au/medical-students/,Assumes a cost of 500k for scholarships and admin,Low (+),0%,"1,000,000", -   ,Growing,,
Social,Community contribution,REGENERATION,<5 years,Support university partnerships and medical student placements (partnerships / scholarships),0,1,0,5,100%,,Y,"100,000","100,000","100,000", -   ,"100,000",Annual,https://www.careers.healius.com.au/medical-students/,Assumes a cost of 500k for scholarships and admin,Low (+),0%,"1,000,000", -   ,Growing,,
Social,Community contribution,REGENERATION,<10 years,Support university partnerships and medical student placements (partnerships / scholarships),0,0,0,10,100%,,Y,"100,000","100,000","100,000", -   ,"100,000",Annual,https://www.careers.healius.com.au/medical-students/,Assumes a cost of 500k for scholarships and admin,Low (+),0%,"1,000,000", -   ,Growing,,
Social,Community contribution,REGENERATION,1-3 years,"Increase pro bono, non-government funded work (e.g. animal rescue centres)",0,1,0,3,100%,,Y, -   ,,,,,,,,,,,,,,
Social,Community contribution,REGENERATION,<5 years,"Increase pro bono, non-government funded work (e.g. animal rescue centres)",0,0,0,5,100%,,Y, -   ,,,,,,,,,,,,,,
Social,Community contribution,REGENERATION,<10 years,"Increase pro bono, non-government funded work (e.g. animal rescue centres)",0,0,0,10,100%,,Y, -   ,,,,,,,,,,,,,,
Governance,Corporate governance,Aspirational,1-3 years,Strengthen risk management strategy,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes it takes 3 FTEs 3 months to complete,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Aspirational,<5 years,Strengthen risk management strategy,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes it takes 3 FTEs 3 months to complete,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Aspirational,<10 years,Strengthen risk management strategy,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes it takes 3 FTEs 3 months to complete,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Fast follower,1-3 years,Strengthen risk management strategy,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes it takes 3 FTEs 3 months to complete,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Fast follower,<5 years,Strengthen risk management strategy,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes it takes 3 FTEs 3 months to complete,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Fast follower,<10 years,Strengthen risk management strategy,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes it takes 3 FTEs 3 months to complete,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Industry leader,1-3 years,Strengthen risk management strategy,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes it takes 3 FTEs 3 months to complete,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Industry leader,<5 years,Strengthen risk management strategy,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes it takes 3 FTEs 3 months to complete,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Industry leader,<10 years,Strengthen risk management strategy,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes it takes 3 FTEs 3 months to complete,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,REGENERATION,1-3 years,Strengthen risk management strategy,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes it takes 3 FTEs 3 months to complete,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,REGENERATION,<5 years,Strengthen risk management strategy,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes it takes 3 FTEs 3 months to complete,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,REGENERATION,<10 years,Strengthen risk management strategy,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes it takes 3 FTEs 3 months to complete,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Risk management,1-3 years,Continue to disclose corporate governance documents,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - assumes marginal cost of $50K,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,Risk management,<5 years,Continue to disclose corporate governance documents,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - assumes marginal cost of $50K,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,Risk management,<10 years,Continue to disclose corporate governance documents,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - assumes marginal cost of $50K,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,Hygiene factors,1-3 years,Continue to disclose corporate governance documents,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - assumes marginal cost of $50K,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,Hygiene factors,<5 years,Continue to disclose corporate governance documents,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - assumes marginal cost of $50K,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,Hygiene factors,<10 years,Continue to disclose corporate governance documents,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - assumes marginal cost of $50K,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,Quick wins,1-3 years,Continue to disclose corporate governance documents,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - assumes marginal cost of $50K,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,Quick wins,<5 years,Continue to disclose corporate governance documents,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - assumes marginal cost of $50K,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,Quick wins,<10 years,Continue to disclose corporate governance documents,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - assumes marginal cost of $50K,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,Aspirational,1-3 years,Continue to disclose corporate governance documents,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - assumes marginal cost of $50K,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,Aspirational,<5 years,Continue to disclose corporate governance documents,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - assumes marginal cost of $50K,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,Aspirational,<10 years,Continue to disclose corporate governance documents,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - assumes marginal cost of $50K,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,Fast follower,1-3 years,Continue to disclose corporate governance documents,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - assumes marginal cost of $50K,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,Fast follower,<5 years,Continue to disclose corporate governance documents,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - assumes marginal cost of $50K,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,Fast follower,<10 years,Continue to disclose corporate governance documents,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - assumes marginal cost of $50K,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,Industry leader,1-3 years,Continue to disclose corporate governance documents,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - assumes marginal cost of $50K,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,Industry leader,<5 years,Continue to disclose corporate governance documents,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - assumes marginal cost of $50K,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,Industry leader,<10 years,Continue to disclose corporate governance documents,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - assumes marginal cost of $50K,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,REGENERATION,1-3 years,Continue to disclose corporate governance documents,0,0,1,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - assumes marginal cost of $50K,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,REGENERATION,<5 years,Continue to disclose corporate governance documents,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - assumes marginal cost of $50K,Neutral,3%, -   , -   ,Uniform,,
